state_name,parlimentary_constituency_name,assembly_constituency_name,nota_votes,candidate_name,party_name,votes_secured
Andhra Pradesh,Aruku ,Palakonda (ST),3736,KISHORE CHANDRA DEO,TDP,54056
Andhra Pradesh,Aruku ,Palakonda (ST),3736,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1753
Andhra Pradesh,Aruku ,Palakonda (ST),3736,GODDETI. MADHAVI,YSRCP,69588
Andhra Pradesh,Aruku ,Palakonda (ST),3736,SHRUTI DEVI VYRICHERLA,INC,1327
Andhra Pradesh,Aruku ,Palakonda (ST),3736,GANGULAIAH VAMPURU.,JnP,2987
Andhra Pradesh,Aruku ,Palakonda (ST),3736,SWAMULA. SUBRAHMANYAM,JAJGP,203
Andhra Pradesh,Aruku ,Palakonda (ST),3736,ANUMULA VAMSIKRISHNA,IND,568
Andhra Pradesh,Aruku ,Palakonda (ST),3736,KANGALA BALUDORA,IND,418
Andhra Pradesh,Aruku ,Palakonda (ST),3736,NARAVA SATYAVATHI,IND,743
Andhra Pradesh,Aruku ,Palakonda (ST),3736,BIDDIKA RAMAYYA.,IND,636
Andhra Pradesh,Aruku ,Kurupam (ST),4383,KISHORE CHANDRA DEO,TDP,51399
Andhra Pradesh,Aruku ,Kurupam (ST),4383,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3273
Andhra Pradesh,Aruku ,Kurupam (ST),4383,GODDETI. MADHAVI,YSRCP,71694
Andhra Pradesh,Aruku ,Kurupam (ST),4383,SHRUTI DEVI VYRICHERLA,INC,1954
Andhra Pradesh,Aruku ,Kurupam (ST),4383,GANGULAIAH VAMPURU.,JnP,5391
Andhra Pradesh,Aruku ,Kurupam (ST),4383,SWAMULA. SUBRAHMANYAM,JAJGP,469
Andhra Pradesh,Aruku ,Kurupam (ST),4383,ANUMULA VAMSIKRISHNA,IND,1082
Andhra Pradesh,Aruku ,Kurupam (ST),4383,KANGALA BALUDORA,IND,886
Andhra Pradesh,Aruku ,Kurupam (ST),4383,NARAVA SATYAVATHI,IND,1127
Andhra Pradesh,Aruku ,Kurupam (ST),4383,BIDDIKA RAMAYYA.,IND,793
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,KISHORE CHANDRA DEO,TDP,57159
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1474
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,GODDETI. MADHAVI,YSRCP,68836
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,SHRUTI DEVI VYRICHERLA,INC,1362
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,GANGULAIAH VAMPURU.,JnP,4995
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,SWAMULA. SUBRAHMANYAM,JAJGP,189
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,ANUMULA VAMSIKRISHNA,IND,530
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,KANGALA BALUDORA,IND,390
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,NARAVA SATYAVATHI,IND,664
Andhra Pradesh,Aruku ,Parvathipuram (SC),3982,BIDDIKA RAMAYYA.,IND,386
Andhra Pradesh,Aruku ,Salur (ST),4995,KISHORE CHANDRA DEO,TDP,59128
Andhra Pradesh,Aruku ,Salur (ST),4995,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1684
Andhra Pradesh,Aruku ,Salur (ST),4995,GODDETI. MADHAVI,YSRCP,76281
Andhra Pradesh,Aruku ,Salur (ST),4995,SHRUTI DEVI VYRICHERLA,INC,1730
Andhra Pradesh,Aruku ,Salur (ST),4995,GANGULAIAH VAMPURU.,JnP,3349
Andhra Pradesh,Aruku ,Salur (ST),4995,SWAMULA. SUBRAHMANYAM,JAJGP,261
Andhra Pradesh,Aruku ,Salur (ST),4995,ANUMULA VAMSIKRISHNA,IND,755
Andhra Pradesh,Aruku ,Salur (ST),4995,KANGALA BALUDORA,IND,483
Andhra Pradesh,Aruku ,Salur (ST),4995,NARAVA SATYAVATHI,IND,1154
Andhra Pradesh,Aruku ,Salur (ST),4995,BIDDIKA RAMAYYA.,IND,707
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,KISHORE CHANDRA DEO,TDP,23849
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3354
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,GODDETI. MADHAVI,YSRCP,83652
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,SHRUTI DEVI VYRICHERLA,INC,3599
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,GANGULAIAH VAMPURU.,JnP,8761
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,SWAMULA. SUBRAHMANYAM,JAJGP,2034
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,ANUMULA VAMSIKRISHNA,IND,3902
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,KANGALA BALUDORA,IND,6430
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,NARAVA SATYAVATHI,IND,3157
Andhra Pradesh,Aruku ,Araku Valley (ST),13937,BIDDIKA RAMAYYA.,IND,2653
Andhra Pradesh,Aruku ,Paderu (ST),9939,KISHORE CHANDRA DEO,TDP,27101
Andhra Pradesh,Aruku ,Paderu (ST),9939,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3629
Andhra Pradesh,Aruku ,Paderu (ST),9939,GODDETI. MADHAVI,YSRCP,82473
Andhra Pradesh,Aruku ,Paderu (ST),9939,SHRUTI DEVI VYRICHERLA,INC,4151
Andhra Pradesh,Aruku ,Paderu (ST),9939,GANGULAIAH VAMPURU.,JnP,4637
Andhra Pradesh,Aruku ,Paderu (ST),9939,SWAMULA. SUBRAHMANYAM,JAJGP,807
Andhra Pradesh,Aruku ,Paderu (ST),9939,ANUMULA VAMSIKRISHNA,IND,1964
Andhra Pradesh,Aruku ,Paderu (ST),9939,KANGALA BALUDORA,IND,1748
Andhra Pradesh,Aruku ,Paderu (ST),9939,NARAVA SATYAVATHI,IND,2163
Andhra Pradesh,Aruku ,Paderu (ST),9939,BIDDIKA RAMAYYA.,IND,1528
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,KISHORE CHANDRA DEO,TDP,63471
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,2411
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,GODDETI. MADHAVI,YSRCP,105037
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,SHRUTI DEVI VYRICHERLA,INC,3533
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,GANGULAIAH VAMPURU.,JnP,12125
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,SWAMULA. SUBRAHMANYAM,JAJGP,742
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,ANUMULA VAMSIKRISHNA,IND,1410
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,KANGALA BALUDORA,IND,3455
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,NARAVA SATYAVATHI,IND,2223
Andhra Pradesh,Aruku ,Rampachodavaram (ST),6983,BIDDIKA RAMAYYA.,IND,1160
Andhra Pradesh,Srikakulam,Ichchapuram,4019,KINJARAPU RAM MOHAN NAIDU,TDP,83375
Andhra Pradesh,Srikakulam,Ichchapuram,4019,DOLA JAGAN,INC,2370
Andhra Pradesh,Srikakulam,Ichchapuram,4019,DUVVADA SRINIVAS,YSRCP,69572
Andhra Pradesh,Srikakulam,Ichchapuram,4019,PERLA SAMBA MURTHY,BJP,1609
Andhra Pradesh,Srikakulam,Ichchapuram,4019,MATTA SATISH CHAKRAVARTHY,PPOI,316
Andhra Pradesh,Srikakulam,Ichchapuram,4019,METTA RAMARAO,JnP,9347
Andhra Pradesh,Srikakulam,Ichchapuram,4019,NAMBALLA KRISHNA MOHAN,IND,910
Andhra Pradesh,Srikakulam,Ichchapuram,4019,NAIDUGARI RAJASEKHAR,IND,858
Andhra Pradesh,Srikakulam,Ichchapuram,4019,BETHA VIVEKANANDA MAHARAJ,IND,661
Andhra Pradesh,Srikakulam,Palasa,3543,KINJARAPU RAM MOHAN NAIDU,TDP,70050
Andhra Pradesh,Srikakulam,Palasa,3543,DOLA JAGAN,INC,1650
Andhra Pradesh,Srikakulam,Palasa,3543,DUVVADA SRINIVAS,YSRCP,66319
Andhra Pradesh,Srikakulam,Palasa,3543,PERLA SAMBA MURTHY,BJP,975
Andhra Pradesh,Srikakulam,Palasa,3543,MATTA SATISH CHAKRAVARTHY,PPOI,157
Andhra Pradesh,Srikakulam,Palasa,3543,METTA RAMARAO,JnP,5338
Andhra Pradesh,Srikakulam,Palasa,3543,NAMBALLA KRISHNA MOHAN,IND,575
Andhra Pradesh,Srikakulam,Palasa,3543,NAIDUGARI RAJASEKHAR,IND,662
Andhra Pradesh,Srikakulam,Palasa,3543,BETHA VIVEKANANDA MAHARAJ,IND,448
Andhra Pradesh,Srikakulam,Tekkali,3252,KINJARAPU RAM MOHAN NAIDU,TDP,86897
Andhra Pradesh,Srikakulam,Tekkali,3252,DOLA JAGAN,INC,1308
Andhra Pradesh,Srikakulam,Tekkali,3252,DUVVADA SRINIVAS,YSRCP,78289
Andhra Pradesh,Srikakulam,Tekkali,3252,PERLA SAMBA MURTHY,BJP,754
Andhra Pradesh,Srikakulam,Tekkali,3252,MATTA SATISH CHAKRAVARTHY,PPOI,180
Andhra Pradesh,Srikakulam,Tekkali,3252,METTA RAMARAO,JnP,2163
Andhra Pradesh,Srikakulam,Tekkali,3252,NAMBALLA KRISHNA MOHAN,IND,634
Andhra Pradesh,Srikakulam,Tekkali,3252,NAIDUGARI RAJASEKHAR,IND,931
Andhra Pradesh,Srikakulam,Tekkali,3252,BETHA VIVEKANANDA MAHARAJ,IND,513
Andhra Pradesh,Srikakulam,Pathapatnam,4509,KINJARAPU RAM MOHAN NAIDU,TDP,65828
Andhra Pradesh,Srikakulam,Pathapatnam,4509,DOLA JAGAN,INC,1616
Andhra Pradesh,Srikakulam,Pathapatnam,4509,DUVVADA SRINIVAS,YSRCP,72134
Andhra Pradesh,Srikakulam,Pathapatnam,4509,PERLA SAMBA MURTHY,BJP,1159
Andhra Pradesh,Srikakulam,Pathapatnam,4509,MATTA SATISH CHAKRAVARTHY,PPOI,242
Andhra Pradesh,Srikakulam,Pathapatnam,4509,METTA RAMARAO,JnP,4047
Andhra Pradesh,Srikakulam,Pathapatnam,4509,NAMBALLA KRISHNA MOHAN,IND,776
Andhra Pradesh,Srikakulam,Pathapatnam,4509,NAIDUGARI RAJASEKHAR,IND,791
Andhra Pradesh,Srikakulam,Pathapatnam,4509,BETHA VIVEKANANDA MAHARAJ,IND,741
Andhra Pradesh,Srikakulam,Srikakulam,3503,KINJARAPU RAM MOHAN NAIDU,TDP,86800
Andhra Pradesh,Srikakulam,Srikakulam,3503,DOLA JAGAN,INC,2007
Andhra Pradesh,Srikakulam,Srikakulam,3503,DUVVADA SRINIVAS,YSRCP,77144
Andhra Pradesh,Srikakulam,Srikakulam,3503,PERLA SAMBA MURTHY,BJP,1387
Andhra Pradesh,Srikakulam,Srikakulam,3503,MATTA SATISH CHAKRAVARTHY,PPOI,224
Andhra Pradesh,Srikakulam,Srikakulam,3503,METTA RAMARAO,JnP,5737
Andhra Pradesh,Srikakulam,Srikakulam,3503,NAMBALLA KRISHNA MOHAN,IND,675
Andhra Pradesh,Srikakulam,Srikakulam,3503,NAIDUGARI RAJASEKHAR,IND,614
Andhra Pradesh,Srikakulam,Srikakulam,3503,BETHA VIVEKANANDA MAHARAJ,IND,516
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,KINJARAPU RAM MOHAN NAIDU,TDP,63490
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,DOLA JAGAN,INC,1256
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,DUVVADA SRINIVAS,YSRCP,75759
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,PERLA SAMBA MURTHY,BJP,692
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,MATTA SATISH CHAKRAVARTHY,PPOI,142
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,METTA RAMARAO,JnP,2611
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,NAMBALLA KRISHNA MOHAN,IND,517
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,NAIDUGARI RAJASEKHAR,IND,538
Andhra Pradesh,Srikakulam,Amadalavalasa,2771,BETHA VIVEKANANDA MAHARAJ,IND,343
Andhra Pradesh,Srikakulam,Narasannapeta,3903,KINJARAPU RAM MOHAN NAIDU,TDP,72773
Andhra Pradesh,Srikakulam,Narasannapeta,3903,DOLA JAGAN,INC,3249
Andhra Pradesh,Srikakulam,Narasannapeta,3903,DUVVADA SRINIVAS,YSRCP,81714
Andhra Pradesh,Srikakulam,Narasannapeta,3903,PERLA SAMBA MURTHY,BJP,781
Andhra Pradesh,Srikakulam,Narasannapeta,3903,MATTA SATISH CHAKRAVARTHY,PPOI,180
Andhra Pradesh,Srikakulam,Narasannapeta,3903,METTA RAMARAO,JnP,2076
Andhra Pradesh,Srikakulam,Narasannapeta,3903,NAMBALLA KRISHNA MOHAN,IND,742
Andhra Pradesh,Srikakulam,Narasannapeta,3903,NAIDUGARI RAJASEKHAR,IND,757
Andhra Pradesh,Srikakulam,Narasannapeta,3903,BETHA VIVEKANANDA MAHARAJ,IND,592
Andhra Pradesh,Vizianagaram,Etcherla,4909,Ashok Gajapathi Raju Pusapati,TDP,81865
Andhra Pradesh,Vizianagaram,Etcherla,4909,Adiraju Yedla,INC,2136
Andhra Pradesh,Vizianagaram,Etcherla,4909,Bellana Chandra Sekhar,YSRCP,96447
Andhra Pradesh,Vizianagaram,Etcherla,4909,Sanyasi Raju Pakalapati,BJP,830
Andhra Pradesh,Vizianagaram,Etcherla,4909,P.V.A. Ananda Sagar,SAPRP,771
Andhra Pradesh,Vizianagaram,Etcherla,4909,Chiranjeevi Lingala,ACP,269
Andhra Pradesh,Vizianagaram,Etcherla,4909,Mukka Srinivas Rao,JnP,4534
Andhra Pradesh,Vizianagaram,Etcherla,4909,Lagudu. Govinda Rao,JAJGP,112
Andhra Pradesh,Vizianagaram,Etcherla,4909,Surya Bhavani. K,PPOI,130
Andhra Pradesh,Vizianagaram,Etcherla,4909,Yella Rao Siyyadula,IND,158
Andhra Pradesh,Vizianagaram,Etcherla,4909,Dhanalakoti Ramana,IND,214
Andhra Pradesh,Vizianagaram,Etcherla,4909,Pentapati Rajesh,IND,312
Andhra Pradesh,Vizianagaram,Etcherla,4909,Ijjurouthu Ramunaidu,IND,1351
Andhra Pradesh,Vizianagaram,Etcherla,4909,Venkata Trindha Rao Veluri,IND,1123
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Ashok Gajapathi Raju Pusapati,TDP,70709
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Adiraju Yedla,INC,1901
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Bellana Chandra Sekhar,YSRCP,77231
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Sanyasi Raju Pakalapati,BJP,798
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,P.V.A. Ananda Sagar,SAPRP,653
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Chiranjeevi Lingala,ACP,170
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Mukka Srinivas Rao,JnP,4491
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Lagudu. Govinda Rao,JAJGP,109
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Surya Bhavani. K,PPOI,121
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Yella Rao Siyyadula,IND,169
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Dhanalakoti Ramana,IND,161
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Pentapati Rajesh,IND,192
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Ijjurouthu Ramunaidu,IND,444
Andhra Pradesh,Vizianagaram,Rajam (SC),4353,Venkata Trindha Rao Veluri,IND,981
Andhra Pradesh,Vizianagaram,Bobbili,3319,Ashok Gajapathi Raju Pusapati,TDP,77990
Andhra Pradesh,Vizianagaram,Bobbili,3319,Adiraju Yedla,INC,1997
Andhra Pradesh,Vizianagaram,Bobbili,3319,Bellana Chandra Sekhar,YSRCP,82816
Andhra Pradesh,Vizianagaram,Bobbili,3319,Sanyasi Raju Pakalapati,BJP,1081
Andhra Pradesh,Vizianagaram,Bobbili,3319,P.V.A. Ananda Sagar,SAPRP,1172
Andhra Pradesh,Vizianagaram,Bobbili,3319,Chiranjeevi Lingala,ACP,225
Andhra Pradesh,Vizianagaram,Bobbili,3319,Mukka Srinivas Rao,JnP,4249
Andhra Pradesh,Vizianagaram,Bobbili,3319,Lagudu. Govinda Rao,JAJGP,126
Andhra Pradesh,Vizianagaram,Bobbili,3319,Surya Bhavani. K,PPOI,138
Andhra Pradesh,Vizianagaram,Bobbili,3319,Yella Rao Siyyadula,IND,177
Andhra Pradesh,Vizianagaram,Bobbili,3319,Dhanalakoti Ramana,IND,201
Andhra Pradesh,Vizianagaram,Bobbili,3319,Pentapati Rajesh,IND,210
Andhra Pradesh,Vizianagaram,Bobbili,3319,Ijjurouthu Ramunaidu,IND,404
Andhra Pradesh,Vizianagaram,Bobbili,3319,Venkata Trindha Rao Veluri,IND,806
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Ashok Gajapathi Raju Pusapati,TDP,64250
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Adiraju Yedla,INC,2438
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Bellana Chandra Sekhar,YSRCP,87430
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Sanyasi Raju Pakalapati,BJP,849
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,P.V.A. Ananda Sagar,SAPRP,713
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Chiranjeevi Lingala,ACP,179
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Mukka Srinivas Rao,JnP,3442
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Lagudu. Govinda Rao,JAJGP,124
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Surya Bhavani. K,PPOI,100
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Yella Rao Siyyadula,IND,136
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Dhanalakoti Ramana,IND,151
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Pentapati Rajesh,IND,213
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Ijjurouthu Ramunaidu,IND,924
Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Venkata Trindha Rao Veluri,IND,909
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Ashok Gajapathi Raju Pusapati,TDP,71872
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Adiraju Yedla,INC,2710
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Bellana Chandra Sekhar,YSRCP,82956
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Sanyasi Raju Pakalapati,BJP,801
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,P.V.A. Ananda Sagar,SAPRP,645
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Chiranjeevi Lingala,ACP,151
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Mukka Srinivas Rao,JnP,3627
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Lagudu. Govinda Rao,JAJGP,111
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Surya Bhavani. K,PPOI,148
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Yella Rao Siyyadula,IND,150
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Dhanalakoti Ramana,IND,214
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Pentapati Rajesh,IND,178
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Ijjurouthu Ramunaidu,IND,501
Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Venkata Trindha Rao Veluri,IND,1100
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Ashok Gajapathi Raju Pusapati,TDP,72449
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Adiraju Yedla,INC,2707
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Bellana Chandra Sekhar,YSRCP,85233
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Sanyasi Raju Pakalapati,BJP,657
Andhra Pradesh,Vizianagaram,Nellimarla,5858,P.V.A. Ananda Sagar,SAPRP,624
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Chiranjeevi Lingala,ACP,169
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Mukka Srinivas Rao,JnP,6426
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Lagudu. Govinda Rao,JAJGP,118
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Surya Bhavani. K,PPOI,97
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Yella Rao Siyyadula,IND,140
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Dhanalakoti Ramana,IND,159
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Pentapati Rajesh,IND,201
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Ijjurouthu Ramunaidu,IND,529
Andhra Pradesh,Vizianagaram,Nellimarla,5858,Venkata Trindha Rao Veluri,IND,1020
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Ashok Gajapathi Raju Pusapati,TDP,88172
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Adiraju Yedla,INC,1718
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Bellana Chandra Sekhar,YSRCP,61353
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Sanyasi Raju Pakalapati,BJP,1886
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,P.V.A. Ananda Sagar,SAPRP,403
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Chiranjeevi Lingala,ACP,98
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Mukka Srinivas Rao,JnP,7010
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Lagudu. Govinda Rao,JAJGP,87
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Surya Bhavani. K,PPOI,88
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Yella Rao Siyyadula,IND,80
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Dhanalakoti Ramana,IND,72
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Pentapati Rajesh,IND,155
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Ijjurouthu Ramunaidu,IND,397
Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Venkata Trindha Rao Veluri,IND,397
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,DAGGUBATI PURANDESWARI,BJP,2539
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,PEDADA. RAMANIKUMARI,INC,1513
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,BHARAT MATHUKUMILLI,TDP,73414
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,M V V SATYANARAYANA,YSRCP,81394
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GEORGE BANGARI,VCK,492
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,B. JAYA VENU GOPAL,PPOI,171
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,V.V. LAKSHMI NARAYANA,JnP,16632
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,ANMISH VARMA,IND,153
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,R. UDAYA GOWRI,IND,171
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,KOTHAPALLI GEETHA,IND,176
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GAMPALA SOMASUNDARAM,IND,150
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GANNU MALLAYYA,IND,253
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,DURGAPRASAD. GUNTU,IND,403
Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,PULAPAKA RAJA SEKHAR,IND,443
Andhra Pradesh,Visakhapatnam,Bhimili,4177,DAGGUBATI PURANDESWARI,BJP,3361
Andhra Pradesh,Visakhapatnam,Bhimili,4177,PEDADA. RAMANIKUMARI,INC,1980
Andhra Pradesh,Visakhapatnam,Bhimili,4177,BHARAT MATHUKUMILLI,TDP,87380
Andhra Pradesh,Visakhapatnam,Bhimili,4177,M V V SATYANARAYANA,YSRCP,88014
Andhra Pradesh,Visakhapatnam,Bhimili,4177,GEORGE BANGARI,VCK,814
Andhra Pradesh,Visakhapatnam,Bhimili,4177,B. JAYA VENU GOPAL,PPOI,364
Andhra Pradesh,Visakhapatnam,Bhimili,4177,V.V. LAKSHMI NARAYANA,JnP,38960
Andhra Pradesh,Visakhapatnam,Bhimili,4177,ANMISH VARMA,IND,444
Andhra Pradesh,Visakhapatnam,Bhimili,4177,R. UDAYA GOWRI,IND,405
Andhra Pradesh,Visakhapatnam,Bhimili,4177,KOTHAPALLI GEETHA,IND,321
Andhra Pradesh,Visakhapatnam,Bhimili,4177,GAMPALA SOMASUNDARAM,IND,352
Andhra Pradesh,Visakhapatnam,Bhimili,4177,GANNU MALLAYYA,IND,360
Andhra Pradesh,Visakhapatnam,Bhimili,4177,DURGAPRASAD. GUNTU,IND,631
Andhra Pradesh,Visakhapatnam,Bhimili,4177,PULAPAKA RAJA SEKHAR,IND,643
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,DAGGUBATI PURANDESWARI,BJP,5572
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,PEDADA. RAMANIKUMARI,INC,2259
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,BHARAT MATHUKUMILLI,TDP,60990
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,M V V SATYANARAYANA,YSRCP,56787
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,GEORGE BANGARI,VCK,313
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,B. JAYA VENU GOPAL,PPOI,203
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,V.V. LAKSHMI NARAYANA,JnP,46959
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,ANMISH VARMA,IND,250
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,R. UDAYA GOWRI,IND,115
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,KOTHAPALLI GEETHA,IND,145
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,GAMPALA SOMASUNDARAM,IND,113
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,GANNU MALLAYYA,IND,135
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,DURGAPRASAD. GUNTU,IND,250
Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,PULAPAKA RAJA SEKHAR,IND,258
Andhra Pradesh,Visakhapatnam,Visakhapatnam South,1190,DAGGUBATI PURANDESWARI,BJP,3984
