,state_name,constituency_name,assembly_constituency_name,nota_votes,candidate_name,party_name,secured_votes
0,Andhra Pradesh,Aruku,Palakonda,3736,KISHORE CHANDRA DEO,TDP,54056.0
1,Andhra Pradesh,Aruku,Palakonda,3736,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1753.0
2,Andhra Pradesh,Aruku,Palakonda,3736,GODDETI. MADHAVI,YSRCP,69588.0
3,Andhra Pradesh,Aruku,Palakonda,3736,SHRUTI DEVI VYRICHERLA,INC,1327.0
4,Andhra Pradesh,Aruku,Palakonda,3736,GANGULAIAH VAMPURU.,JNP,2987.0
5,Andhra Pradesh,Aruku,Palakonda,3736,SWAMULA. SUBRAHMANYAM,JAJGP,203.0
6,Andhra Pradesh,Aruku,Palakonda,3736,ANUMULA VAMSIKRISHNA,IND,568.0
7,Andhra Pradesh,Aruku,Palakonda,3736,KANGALA BALUDORA,IND,418.0
8,Andhra Pradesh,Aruku,Palakonda,3736,NARAVA SATYAVATHI,IND,743.0
9,Andhra Pradesh,Aruku,Palakonda,3736,BIDDIKA RAMAYYA.,IND,636.0
10,Andhra Pradesh,Aruku,Kurupam,4383,KISHORE CHANDRA DEO,TDP,51399.0
11,Andhra Pradesh,Aruku,Kurupam,4383,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3273.0
12,Andhra Pradesh,Aruku,Kurupam,4383,GODDETI. MADHAVI,YSRCP,71694.0
13,Andhra Pradesh,Aruku,Kurupam,4383,SHRUTI DEVI VYRICHERLA,INC,1954.0
14,Andhra Pradesh,Aruku,Kurupam,4383,GANGULAIAH VAMPURU.,JNP,5391.0
15,Andhra Pradesh,Aruku,Kurupam,4383,SWAMULA. SUBRAHMANYAM,JAJGP,469.0
16,Andhra Pradesh,Aruku,Kurupam,4383,ANUMULA VAMSIKRISHNA,IND,1082.0
17,Andhra Pradesh,Aruku,Kurupam,4383,KANGALA BALUDORA,IND,886.0
18,Andhra Pradesh,Aruku,Kurupam,4383,NARAVA SATYAVATHI,IND,1127.0
19,Andhra Pradesh,Aruku,Kurupam,4383,BIDDIKA RAMAYYA.,IND,793.0
20,Andhra Pradesh,Aruku,Parvathipuram,3982,KISHORE CHANDRA DEO,TDP,57159.0
21,Andhra Pradesh,Aruku,Parvathipuram,3982,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1474.0
22,Andhra Pradesh,Aruku,Parvathipuram,3982,GODDETI. MADHAVI,YSRCP,68836.0
23,Andhra Pradesh,Aruku,Parvathipuram,3982,SHRUTI DEVI VYRICHERLA,INC,1362.0
24,Andhra Pradesh,Aruku,Parvathipuram,3982,GANGULAIAH VAMPURU.,JNP,4995.0
25,Andhra Pradesh,Aruku,Parvathipuram,3982,SWAMULA. SUBRAHMANYAM,JAJGP,189.0
26,Andhra Pradesh,Aruku,Parvathipuram,3982,ANUMULA VAMSIKRISHNA,IND,530.0
27,Andhra Pradesh,Aruku,Parvathipuram,3982,KANGALA BALUDORA,IND,390.0
28,Andhra Pradesh,Aruku,Parvathipuram,3982,NARAVA SATYAVATHI,IND,664.0
29,Andhra Pradesh,Aruku,Parvathipuram,3982,BIDDIKA RAMAYYA.,IND,386.0
30,Andhra Pradesh,Aruku,Salur,4995,KISHORE CHANDRA DEO,TDP,59128.0
31,Andhra Pradesh,Aruku,Salur,4995,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1684.0
32,Andhra Pradesh,Aruku,Salur,4995,GODDETI. MADHAVI,YSRCP,76281.0
33,Andhra Pradesh,Aruku,Salur,4995,SHRUTI DEVI VYRICHERLA,INC,1730.0
34,Andhra Pradesh,Aruku,Salur,4995,GANGULAIAH VAMPURU.,JNP,3349.0
35,Andhra Pradesh,Aruku,Salur,4995,SWAMULA. SUBRAHMANYAM,JAJGP,261.0
36,Andhra Pradesh,Aruku,Salur,4995,ANUMULA VAMSIKRISHNA,IND,755.0
37,Andhra Pradesh,Aruku,Salur,4995,KANGALA BALUDORA,IND,483.0
38,Andhra Pradesh,Aruku,Salur,4995,NARAVA SATYAVATHI,IND,1154.0
39,Andhra Pradesh,Aruku,Salur,4995,BIDDIKA RAMAYYA.,IND,707.0
40,Andhra Pradesh,Aruku,Araku Valley,13937,KISHORE CHANDRA DEO,TDP,23849.0
41,Andhra Pradesh,Aruku,Araku Valley,13937,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3354.0
42,Andhra Pradesh,Aruku,Araku Valley,13937,GODDETI. MADHAVI,YSRCP,83652.0
43,Andhra Pradesh,Aruku,Araku Valley,13937,SHRUTI DEVI VYRICHERLA,INC,3599.0
44,Andhra Pradesh,Aruku,Araku Valley,13937,GANGULAIAH VAMPURU.,JNP,8761.0
45,Andhra Pradesh,Aruku,Araku Valley,13937,SWAMULA. SUBRAHMANYAM,JAJGP,2034.0
46,Andhra Pradesh,Aruku,Araku Valley,13937,ANUMULA VAMSIKRISHNA,IND,3902.0
47,Andhra Pradesh,Aruku,Araku Valley,13937,KANGALA BALUDORA,IND,6430.0
48,Andhra Pradesh,Aruku,Araku Valley,13937,NARAVA SATYAVATHI,IND,3157.0
49,Andhra Pradesh,Aruku,Araku Valley,13937,BIDDIKA RAMAYYA.,IND,2653.0
50,Andhra Pradesh,Aruku,Paderu,9939,KISHORE CHANDRA DEO,TDP,27101.0
51,Andhra Pradesh,Aruku,Paderu,9939,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3629.0
52,Andhra Pradesh,Aruku,Paderu,9939,GODDETI. MADHAVI,YSRCP,82473.0
53,Andhra Pradesh,Aruku,Paderu,9939,SHRUTI DEVI VYRICHERLA,INC,4151.0
54,Andhra Pradesh,Aruku,Paderu,9939,GANGULAIAH VAMPURU.,JNP,4637.0
55,Andhra Pradesh,Aruku,Paderu,9939,SWAMULA. SUBRAHMANYAM,JAJGP,807.0
56,Andhra Pradesh,Aruku,Paderu,9939,ANUMULA VAMSIKRISHNA,IND,1964.0
57,Andhra Pradesh,Aruku,Paderu,9939,KANGALA BALUDORA,IND,1748.0
58,Andhra Pradesh,Aruku,Paderu,9939,NARAVA SATYAVATHI,IND,2163.0
59,Andhra Pradesh,Aruku,Paderu,9939,BIDDIKA RAMAYYA.,IND,1528.0
60,Andhra Pradesh,Aruku,Rampachodavaram,6983,KISHORE CHANDRA DEO,TDP,63471.0
61,Andhra Pradesh,Aruku,Rampachodavaram,6983,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,2411.0
62,Andhra Pradesh,Aruku,Rampachodavaram,6983,GODDETI. MADHAVI,YSRCP,105037.0
63,Andhra Pradesh,Aruku,Rampachodavaram,6983,SHRUTI DEVI VYRICHERLA,INC,3533.0
64,Andhra Pradesh,Aruku,Rampachodavaram,6983,GANGULAIAH VAMPURU.,JNP,12125.0
65,Andhra Pradesh,Aruku,Rampachodavaram,6983,SWAMULA. SUBRAHMANYAM,JAJGP,742.0
66,Andhra Pradesh,Aruku,Rampachodavaram,6983,ANUMULA VAMSIKRISHNA,IND,1410.0
67,Andhra Pradesh,Aruku,Rampachodavaram,6983,KANGALA BALUDORA,IND,3455.0
68,Andhra Pradesh,Aruku,Rampachodavaram,6983,NARAVA SATYAVATHI,IND,2223.0
69,Andhra Pradesh,Aruku,Rampachodavaram,6983,BIDDIKA RAMAYYA.,IND,1160.0
70,Andhra Pradesh,Srikakulam,Ichchapuram,4019,KINJARAPU RAM MOHAN NAIDU,TDP,83375.0
71,Andhra Pradesh,Srikakulam,Ichchapuram,4019,DOLA JAGAN,INC,2370.0
72,Andhra Pradesh,Srikakulam,Ichchapuram,4019,DUVVADA SRINIVAS,YSRCP,69572.0
73,Andhra Pradesh,Srikakulam,Ichchapuram,4019,PERLA SAMBA MURTHY,BJP,1609.0
74,Andhra Pradesh,Srikakulam,Ichchapuram,4019,MATTA SATISH CHAKRAVARTHY,PPOI,316.0
75,Andhra Pradesh,Srikakulam,Ichchapuram,4019,METTA RAMARAO,JNP,9347.0
76,Andhra Pradesh,Srikakulam,Ichchapuram,4019,NAMBALLA KRISHNA MOHAN,IND,910.0
77,Andhra Pradesh,Srikakulam,Ichchapuram,4019,NAIDUGARI RAJASEKHAR,IND,858.0
78,Andhra Pradesh,Srikakulam,Ichchapuram,4019,BETHA VIVEKANANDA MAHARAJ,IND,661.0
79,Andhra Pradesh,Srikakulam,Palasa,3543,KINJARAPU RAM MOHAN NAIDU,TDP,70050.0
80,Andhra Pradesh,Srikakulam,Palasa,3543,DOLA JAGAN,INC,1650.0
81,Andhra Pradesh,Srikakulam,Palasa,3543,DUVVADA SRINIVAS,YSRCP,66319.0
82,Andhra Pradesh,Srikakulam,Palasa,3543,PERLA SAMBA MURTHY,BJP,975.0
83,Andhra Pradesh,Srikakulam,Palasa,3543,MATTA SATISH CHAKRAVARTHY,PPOI,157.0
84,Andhra Pradesh,Srikakulam,Palasa,3543,METTA RAMARAO,JNP,5338.0
85,Andhra Pradesh,Srikakulam,Palasa,3543,NAMBALLA KRISHNA MOHAN,IND,575.0
86,Andhra Pradesh,Srikakulam,Palasa,3543,NAIDUGARI RAJASEKHAR,IND,662.0
87,Andhra Pradesh,Srikakulam,Palasa,3543,BETHA VIVEKANANDA MAHARAJ,IND,448.0
88,Andhra Pradesh,Srikakulam,Tekkali,3252,KINJARAPU RAM MOHAN NAIDU,TDP,86897.0
89,Andhra Pradesh,Srikakulam,Tekkali,3252,DOLA JAGAN,INC,1308.0
90,Andhra Pradesh,Srikakulam,Tekkali,3252,DUVVADA SRINIVAS,YSRCP,78289.0
91,Andhra Pradesh,Srikakulam,Tekkali,3252,PERLA SAMBA MURTHY,BJP,754.0
92,Andhra Pradesh,Srikakulam,Tekkali,3252,MATTA SATISH CHAKRAVARTHY,PPOI,180.0
93,Andhra Pradesh,Srikakulam,Tekkali,3252,METTA RAMARAO,JNP,2163.0
94,Andhra Pradesh,Srikakulam,Tekkali,3252,NAMBALLA KRISHNA MOHAN,IND,634.0
95,Andhra Pradesh,Srikakulam,Tekkali,3252,NAIDUGARI RAJASEKHAR,IND,931.0
96,Andhra Pradesh,Srikakulam,Tekkali,3252,BETHA VIVEKANANDA MAHARAJ,IND,513.0
97,Andhra Pradesh,Srikakulam,Pathapatnam,4509,KINJARAPU RAM MOHAN NAIDU,TDP,65828.0
98,Andhra Pradesh,Srikakulam,Pathapatnam,4509,DOLA JAGAN,INC,1616.0
99,Andhra Pradesh,Srikakulam,Pathapatnam,4509,DUVVADA SRINIVAS,YSRCP,72134.0
100,Andhra Pradesh,Srikakulam,Pathapatnam,4509,PERLA SAMBA MURTHY,BJP,1159.0
101,Andhra Pradesh,Srikakulam,Pathapatnam,4509,MATTA SATISH CHAKRAVARTHY,PPOI,242.0
102,Andhra Pradesh,Srikakulam,Pathapatnam,4509,METTA RAMARAO,JNP,4047.0
103,Andhra Pradesh,Srikakulam,Pathapatnam,4509,NAMBALLA KRISHNA MOHAN,IND,776.0
104,Andhra Pradesh,Srikakulam,Pathapatnam,4509,NAIDUGARI RAJASEKHAR,IND,791.0
105,Andhra Pradesh,Srikakulam,Pathapatnam,4509,BETHA VIVEKANANDA MAHARAJ,IND,741.0
106,Andhra Pradesh,Srikakulam,Srikakulam,3503,KINJARAPU RAM MOHAN NAIDU,TDP,86800.0
107,Andhra Pradesh,Srikakulam,Srikakulam,3503,DOLA JAGAN,INC,2007.0
108,Andhra Pradesh,Srikakulam,Srikakulam,3503,DUVVADA SRINIVAS,YSRCP,77144.0
109,Andhra Pradesh,Srikakulam,Srikakulam,3503,PERLA SAMBA MURTHY,BJP,1387.0
110,Andhra Pradesh,Srikakulam,Srikakulam,3503,MATTA SATISH CHAKRAVARTHY,PPOI,224.0
111,Andhra Pradesh,Srikakulam,Srikakulam,3503,METTA RAMARAO,JNP,5737.0
112,Andhra Pradesh,Srikakulam,Srikakulam,3503,NAMBALLA KRISHNA MOHAN,IND,675.0
113,Andhra Pradesh,Srikakulam,Srikakulam,3503,NAIDUGARI RAJASEKHAR,IND,614.0
114,Andhra Pradesh,Srikakulam,Srikakulam,3503,BETHA VIVEKANANDA MAHARAJ,IND,516.0
115,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,KINJARAPU RAM MOHAN NAIDU,TDP,63490.0
116,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,DOLA JAGAN,INC,1256.0
117,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,DUVVADA SRINIVAS,YSRCP,75759.0
118,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,PERLA SAMBA MURTHY,BJP,692.0
119,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,MATTA SATISH CHAKRAVARTHY,PPOI,142.0
120,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,METTA RAMARAO,JNP,2611.0
121,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,NAMBALLA KRISHNA MOHAN,IND,517.0
122,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,NAIDUGARI RAJASEKHAR,IND,538.0
123,Andhra Pradesh,Srikakulam,Amadalavalasa,2771,BETHA VIVEKANANDA MAHARAJ,IND,343.0
124,Andhra Pradesh,Srikakulam,Narasannapeta,3903,KINJARAPU RAM MOHAN NAIDU,TDP,72773.0
125,Andhra Pradesh,Srikakulam,Narasannapeta,3903,DOLA JAGAN,INC,3249.0
126,Andhra Pradesh,Srikakulam,Narasannapeta,3903,DUVVADA SRINIVAS,YSRCP,81714.0
127,Andhra Pradesh,Srikakulam,Narasannapeta,3903,PERLA SAMBA MURTHY,BJP,781.0
128,Andhra Pradesh,Srikakulam,Narasannapeta,3903,MATTA SATISH CHAKRAVARTHY,PPOI,180.0
129,Andhra Pradesh,Srikakulam,Narasannapeta,3903,METTA RAMARAO,JNP,2076.0
130,Andhra Pradesh,Srikakulam,Narasannapeta,3903,NAMBALLA KRISHNA MOHAN,IND,742.0
131,Andhra Pradesh,Srikakulam,Narasannapeta,3903,NAIDUGARI RAJASEKHAR,IND,757.0
132,Andhra Pradesh,Srikakulam,Narasannapeta,3903,BETHA VIVEKANANDA MAHARAJ,IND,592.0
133,Andhra Pradesh,Vizianagaram,Etcherla,4909,Ashok Gajapathi Raju Pusapati,TDP,81865.0
134,Andhra Pradesh,Vizianagaram,Etcherla,4909,Adiraju Yedla,INC,2136.0
135,Andhra Pradesh,Vizianagaram,Etcherla,4909,Bellana Chandra Sekhar,YSRCP,96447.0
136,Andhra Pradesh,Vizianagaram,Etcherla,4909,Sanyasi Raju Pakalapati,BJP,830.0
137,Andhra Pradesh,Vizianagaram,Etcherla,4909,P.V.A. Ananda Sagar,SAPRP,771.0
138,Andhra Pradesh,Vizianagaram,Etcherla,4909,Chiranjeevi Lingala,ACP,269.0
139,Andhra Pradesh,Vizianagaram,Etcherla,4909,Mukka Srinivas Rao,JNP,4534.0
140,Andhra Pradesh,Vizianagaram,Etcherla,4909,Lagudu. Govinda Rao,JAJGP,112.0
141,Andhra Pradesh,Vizianagaram,Etcherla,4909,Surya Bhavani. K,PPOI,130.0
142,Andhra Pradesh,Vizianagaram,Etcherla,4909,Yella Rao Siyyadula,IND,158.0
143,Andhra Pradesh,Vizianagaram,Etcherla,4909,Dhanalakoti Ramana,IND,214.0
144,Andhra Pradesh,Vizianagaram,Etcherla,4909,Pentapati Rajesh,IND,312.0
145,Andhra Pradesh,Vizianagaram,Etcherla,4909,Ijjurouthu Ramunaidu,IND,1351.0
146,Andhra Pradesh,Vizianagaram,Etcherla,4909,Venkata Trindha Rao Veluri,IND,1123.0
147,Andhra Pradesh,Vizianagaram,Rajam,4353,Ashok Gajapathi Raju Pusapati,TDP,70709.0
148,Andhra Pradesh,Vizianagaram,Rajam,4353,Adiraju Yedla,INC,1901.0
149,Andhra Pradesh,Vizianagaram,Rajam,4353,Bellana Chandra Sekhar,YSRCP,77231.0
150,Andhra Pradesh,Vizianagaram,Rajam,4353,Sanyasi Raju Pakalapati,BJP,798.0
151,Andhra Pradesh,Vizianagaram,Rajam,4353,P.V.A. Ananda Sagar,SAPRP,653.0
152,Andhra Pradesh,Vizianagaram,Rajam,4353,Chiranjeevi Lingala,ACP,170.0
153,Andhra Pradesh,Vizianagaram,Rajam,4353,Mukka Srinivas Rao,JNP,4491.0
154,Andhra Pradesh,Vizianagaram,Rajam,4353,Lagudu. Govinda Rao,JAJGP,109.0
155,Andhra Pradesh,Vizianagaram,Rajam,4353,Surya Bhavani. K,PPOI,121.0
156,Andhra Pradesh,Vizianagaram,Rajam,4353,Yella Rao Siyyadula,IND,169.0
157,Andhra Pradesh,Vizianagaram,Rajam,4353,Dhanalakoti Ramana,IND,161.0
158,Andhra Pradesh,Vizianagaram,Rajam,4353,Pentapati Rajesh,IND,192.0
159,Andhra Pradesh,Vizianagaram,Rajam,4353,Ijjurouthu Ramunaidu,IND,444.0
160,Andhra Pradesh,Vizianagaram,Rajam,4353,Venkata Trindha Rao Veluri,IND,981.0
161,Andhra Pradesh,Vizianagaram,Bobbili,3319,Ashok Gajapathi Raju Pusapati,TDP,77990.0
162,Andhra Pradesh,Vizianagaram,Bobbili,3319,Adiraju Yedla,INC,1997.0
163,Andhra Pradesh,Vizianagaram,Bobbili,3319,Bellana Chandra Sekhar,YSRCP,82816.0
164,Andhra Pradesh,Vizianagaram,Bobbili,3319,Sanyasi Raju Pakalapati,BJP,1081.0
165,Andhra Pradesh,Vizianagaram,Bobbili,3319,P.V.A. Ananda Sagar,SAPRP,1172.0
166,Andhra Pradesh,Vizianagaram,Bobbili,3319,Chiranjeevi Lingala,ACP,225.0
167,Andhra Pradesh,Vizianagaram,Bobbili,3319,Mukka Srinivas Rao,JNP,4249.0
168,Andhra Pradesh,Vizianagaram,Bobbili,3319,Lagudu. Govinda Rao,JAJGP,126.0
169,Andhra Pradesh,Vizianagaram,Bobbili,3319,Surya Bhavani. K,PPOI,138.0
170,Andhra Pradesh,Vizianagaram,Bobbili,3319,Yella Rao Siyyadula,IND,177.0
171,Andhra Pradesh,Vizianagaram,Bobbili,3319,Dhanalakoti Ramana,IND,201.0
172,Andhra Pradesh,Vizianagaram,Bobbili,3319,Pentapati Rajesh,IND,210.0
173,Andhra Pradesh,Vizianagaram,Bobbili,3319,Ijjurouthu Ramunaidu,IND,404.0
174,Andhra Pradesh,Vizianagaram,Bobbili,3319,Venkata Trindha Rao Veluri,IND,806.0
175,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Ashok Gajapathi Raju Pusapati,TDP,64250.0
176,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Adiraju Yedla,INC,2438.0
177,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Bellana Chandra Sekhar,YSRCP,87430.0
178,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Sanyasi Raju Pakalapati,BJP,849.0
179,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,P.V.A. Ananda Sagar,SAPRP,713.0
180,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Chiranjeevi Lingala,ACP,179.0
181,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Mukka Srinivas Rao,JNP,3442.0
182,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Lagudu. Govinda Rao,JAJGP,124.0
183,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Surya Bhavani. K,PPOI,100.0
184,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Yella Rao Siyyadula,IND,136.0
185,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Dhanalakoti Ramana,IND,151.0
186,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Pentapati Rajesh,IND,213.0
187,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Ijjurouthu Ramunaidu,IND,924.0
188,Andhra Pradesh,Vizianagaram,Cheepurupalle,3259,Venkata Trindha Rao Veluri,IND,909.0
189,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Ashok Gajapathi Raju Pusapati,TDP,71872.0
190,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Adiraju Yedla,INC,2710.0
191,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Bellana Chandra Sekhar,YSRCP,82956.0
192,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Sanyasi Raju Pakalapati,BJP,801.0
193,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,P.V.A. Ananda Sagar,SAPRP,645.0
194,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Chiranjeevi Lingala,ACP,151.0
195,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Mukka Srinivas Rao,JNP,3627.0
196,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Lagudu. Govinda Rao,JAJGP,111.0
197,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Surya Bhavani. K,PPOI,148.0
198,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Yella Rao Siyyadula,IND,150.0
199,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Dhanalakoti Ramana,IND,214.0
200,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Pentapati Rajesh,IND,178.0
201,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Ijjurouthu Ramunaidu,IND,501.0
202,Andhra Pradesh,Vizianagaram,Gajapathinagaram,5776,Venkata Trindha Rao Veluri,IND,1100.0
203,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Ashok Gajapathi Raju Pusapati,TDP,72449.0
204,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Adiraju Yedla,INC,2707.0
205,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Bellana Chandra Sekhar,YSRCP,85233.0
206,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Sanyasi Raju Pakalapati,BJP,657.0
207,Andhra Pradesh,Vizianagaram,Nellimarla,5858,P.V.A. Ananda Sagar,SAPRP,624.0
208,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Chiranjeevi Lingala,ACP,169.0
209,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Mukka Srinivas Rao,JNP,6426.0
210,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Lagudu. Govinda Rao,JAJGP,118.0
211,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Surya Bhavani. K,PPOI,97.0
212,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Yella Rao Siyyadula,IND,140.0
213,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Dhanalakoti Ramana,IND,159.0
214,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Pentapati Rajesh,IND,201.0
215,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Ijjurouthu Ramunaidu,IND,529.0
216,Andhra Pradesh,Vizianagaram,Nellimarla,5858,Venkata Trindha Rao Veluri,IND,1020.0
217,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Ashok Gajapathi Raju Pusapati,TDP,88172.0
218,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Adiraju Yedla,INC,1718.0
219,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Bellana Chandra Sekhar,YSRCP,61353.0
220,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Sanyasi Raju Pakalapati,BJP,1886.0
221,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,P.V.A. Ananda Sagar,SAPRP,403.0
222,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Chiranjeevi Lingala,ACP,98.0
223,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Mukka Srinivas Rao,JNP,7010.0
224,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Lagudu. Govinda Rao,JAJGP,87.0
225,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Surya Bhavani. K,PPOI,88.0
226,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Yella Rao Siyyadula,IND,80.0
227,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Dhanalakoti Ramana,IND,72.0
228,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Pentapati Rajesh,IND,155.0
229,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Ijjurouthu Ramunaidu,IND,397.0
230,Andhra Pradesh,Vizianagaram,Vizianagaram,1994,Venkata Trindha Rao Veluri,IND,397.0
231,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,DAGGUBATI PURANDESWARI,BJP,2539.0
232,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,PEDADA. RAMANIKUMARI,INC,1513.0
233,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,BHARAT MATHUKUMILLI,TDP,73414.0
234,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,M V V SATYANARAYANA,YSRCP,81394.0
235,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GEORGE BANGARI,VCK,492.0
236,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,B. JAYA VENU GOPAL,PPOI,171.0
237,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,V.V. LAKSHMI NARAYANA,JNP,16632.0
238,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,ANMISH VARMA,IND,153.0
239,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,R. UDAYA GOWRI,IND,171.0
240,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,KOTHAPALLI GEETHA,IND,176.0
241,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GAMPALA SOMASUNDARAM,IND,150.0
242,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,GANNU MALLAYYA,IND,253.0
243,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,DURGAPRASAD. GUNTU,IND,403.0
244,Andhra Pradesh,Visakhapatnam,Srungavarapukota,4561,PULAPAKA RAJA SEKHAR,IND,443.0
245,Andhra Pradesh,Visakhapatnam,Bhimili,4177,DAGGUBATI PURANDESWARI,BJP,3361.0
246,Andhra Pradesh,Visakhapatnam,Bhimili,4177,PEDADA. RAMANIKUMARI,INC,1980.0
247,Andhra Pradesh,Visakhapatnam,Bhimili,4177,BHARAT MATHUKUMILLI,TDP,87380.0
248,Andhra Pradesh,Visakhapatnam,Bhimili,4177,M V V SATYANARAYANA,YSRCP,88014.0
249,Andhra Pradesh,Visakhapatnam,Bhimili,4177,GEORGE BANGARI,VCK,814.0
250,Andhra Pradesh,Visakhapatnam,Bhimili,4177,B. JAYA VENU GOPAL,PPOI,364.0
251,Andhra Pradesh,Visakhapatnam,Bhimili,4177,V.V. LAKSHMI NARAYANA,JNP,38960.0
252,Andhra Pradesh,Visakhapatnam,Bhimili,4177,ANMISH VARMA,IND,444.0
253,Andhra Pradesh,Visakhapatnam,Bhimili,4177,R. UDAYA GOWRI,IND,405.0
254,Andhra Pradesh,Visakhapatnam,Bhimili,4177,KOTHAPALLI GEETHA,IND,321.0
255,Andhra Pradesh,Visakhapatnam,Bhimili,4177,GAMPALA SOMASUNDARAM,IND,352.0
256,Andhra Pradesh,Visakhapatnam,Bhimili,4177,GANNU MALLAYYA,IND,360.0
257,Andhra Pradesh,Visakhapatnam,Bhimili,4177,DURGAPRASAD. GUNTU,IND,631.0
258,Andhra Pradesh,Visakhapatnam,Bhimili,4177,PULAPAKA RAJA SEKHAR,IND,643.0
259,Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,DAGGUBATI PURANDESWARI,BJP,5572.0
260,Andhra Pradesh,Visakhapatnam,Visakhapatnam East,1810,PEDADA. RAMANIKUMARI,INC,2259.0
